CUST_CODE,TotalSpend,TotalVisits,TotalSKUs,FirstDate,LastDate,TotalQuantity,TicketSize,total_days,recency,avg_Quantity_per_TotalVisit,Cluster
CUST0000047082,156.07999999999998,24,44,2006-06-12,2008-06-13,70,6.503333333333333,733,23,2.9166666666666665,Cluster 2
CUST0000047482,19.56,3,3,2006-08-28,2006-12-24,5,6.52,119,560,1.6666666666666667,Cluster 0
CUST0000047511,18.0,3,12,2006-09-17,2007-09-29,14,6.0,378,281,4.666666666666667,Cluster 0
CUST0000047700,139.15999999999994,9,33,2006-04-10,2008-07-02,85,15.462222222222216,815,4,9.444444444444445,Cluster 2
CUST0000047918,6.55,1,1,2007-03-15,2007-03-15,1,6.55,1,479,1.0,Cluster 0
CUST0000048395,728.9000000000005,46,175,2006-11-14,2008-07-04,821,15.845652173913056,599,2,17.847826086956523,Cluster 2
CUST0000048428,106.27000000000004,30,48,2006-04-21,2008-05-30,90,3.5423333333333344,771,37,3.0,Cluster 2
CUST0000048452,1.54,1,1,2006-06-21,2006-06-21,1,1.54,1,746,1.0,Cluster 0
CUST0000048521,306.9599999999999,42,118,2006-05-27,2008-06-08,248,7.308571428571427,744,28,5.904761904761905,Cluster 2
CUST0000048640,6.34,5,7,2007-10-06,2008-06-22,8,1.268,261,14,1.6,Cluster 2
CUST0000048792,136.75,45,63,2006-08-18,2008-06-29,174,3.0388888888888888,682,7,3.8666666666666667,Cluster 2
CUST0000048934,38.980000000000004,2,13,2007-09-08,2007-09-08,34,19.490000000000002,1,302,17.0,Cluster 0
CUST0000048955,12.709999999999997,7,6,2006-07-08,2008-06-15,10,1.8157142857142854,709,21,1.4285714285714286,Cluster 2
CUST0000049077,2033.8799999999949,93,354,2006-04-13,2008-07-01,1364,21.869677419354783,811,5,14.666666666666666,Cluster 3
CUST0000049295,6.43,2,3,2006-08-25,2006-11-06,3,3.215,74,608,1.5,Cluster 0
CUST0000049509,6.68,2,6,2006-11-20,2007-04-01,11,3.34,133,462,5.5,Cluster 0
CUST0000049579,3.19,1,2,2006-07-03,2006-07-03,4,3.19,1,734,4.0,Cluster 0
CUST0000049604,0.86,2,1,2007-05-02,2007-05-05,2,0.43,4,428,1.0,Cluster 0
CUST0000049643,165.11999999999998,11,92,2006-04-14,2008-05-24,149,15.010909090909088,772,43,13.545454545454545,Cluster 2
CUST0000049674,504.76,37,127,2006-04-24,2008-05-21,363,13.642162162162162,759,46,9.81081081081081,Cluster 2
CUST0000049894,100.75,14,42,2006-11-30,2008-04-11,78,7.196428571428571,499,86,5.571428571428571,Cluster 2
CUST0000050087,18.369999999999997,2,9,2006-04-25,2007-07-26,18,9.184999999999999,458,346,9.0,Cluster 2
CUST0000050264,104.28000000000002,4,26,2007-03-03,2008-06-03,72,26.070000000000004,459,33,18.0,Cluster 2
CUST0000050375,21.52,1,12,2007-07-18,2007-07-18,14,21.52,1,354,14.0,Cluster 0
CUST0000050605,22.23,2,10,2006-06-13,2007-06-04,14,11.115,357,398,7.0,Cluster 0
CUST0000050780,11.48,2,8,2007-02-22,2008-01-18,8,5.74,331,170,4.0,Cluster 2
CUST0000051508,4.12,1,3,2007-01-28,2007-01-28,5,4.12,1,525,5.0,Cluster 0
CUST0000051551,8.37,3,6,2006-05-12,2007-08-26,10,2.7899999999999996,472,315,3.3333333333333335,Cluster 2
CUST0000051582,10.790000000000001,1,7,2006-06-20,2006-06-20,7,10.790000000000001,1,747,7.0,Cluster 0
CUST0000051723,5.41,2,3,2007-03-11,2007-07-09,3,2.705,121,363,1.5,Cluster 0
CUST0000051729,0.48,2,2,2006-05-26,2006-07-03,2,0.24,39,734,1.0,Cluster 0
CUST0000051771,14.46,6,4,2006-05-27,2008-05-29,7,2.41,734,38,1.1666666666666667,Cluster 2
CUST0000052194,22.83,9,18,2006-04-22,2006-10-21,28,2.5366666666666666,183,624,3.111111111111111,Cluster 0
CUST0000052250,14.75,2,6,2007-12-31,2008-01-30,6,7.375,31,158,3.0,Cluster 0
CUST0000052603,40.68,10,18,2006-06-17,2008-06-06,24,4.068,721,30,2.4,Cluster 2
CUST0000052787,2.21,1,1,2007-09-02,2007-09-02,1,2.21,1,308,1.0,Cluster 0
CUST0000052854,3608.620000000009,261,550,2006-04-12,2008-07-01,2838,13.826130268199268,812,5,10.873563218390805,Cluster 3
CUST0000053261,38.46999999999999,3,21,2007-04-13,2007-10-23,37,12.82333333333333,194,257,12.333333333333334,Cluster 0
CUST0000053659,36.809999999999995,1,7,2007-11-23,2007-11-23,16,36.809999999999995,1,226,16.0,Cluster 1
CUST0000053860,12.52,3,3,2006-07-27,2008-03-24,6,4.173333333333333,607,104,2.0,Cluster 2
CUST0000053927,1181.0699999999986,53,258,2006-07-18,2008-06-26,1210,22.284339622641482,710,10,22.830188679245282,Cluster 3
CUST0000053954,67.16000000000001,5,28,2006-08-09,2006-12-24,37,13.432000000000002,138,560,7.4,Cluster 0
CUST0000054072,13.259999999999998,1,9,2007-02-22,2007-02-22,9,13.259999999999998,1,500,9.0,Cluster 0
CUST0000054137,380.7599999999997,27,134,2006-12-06,2008-06-21,273,14.102222222222212,564,15,10.11111111111111,Cluster 2
CUST0000054148,41.22000000000002,3,17,2006-09-28,2008-04-24,37,13.740000000000007,575,73,12.333333333333334,Cluster 2
CUST0000054182,1.44,2,2,2007-10-04,2008-04-27,4,0.72,207,70,2.0,Cluster 0
CUST0000054406,0.53,1,1,2007-07-16,2007-07-16,1,0.53,1,356,1.0,Cluster 0
CUST0000054964,544.8799999999995,10,60,2006-08-15,2008-05-22,385,54.48799999999996,647,45,38.5,Cluster 1
CUST0000055075,32.4,5,10,2006-06-22,2008-06-25,16,6.4799999999999995,735,11,3.2,Cluster 2
CUST0000056025,517.1899999999995,43,179,2006-04-22,2008-07-06,519,12.02767441860464,807,0,12.069767441860465,Cluster 2
CUST0000056036,15.79,1,11,2007-05-10,2007-05-10,17,15.79,1,423,17.0,Cluster 0
CUST0000056376,11.269999999999998,1,5,2007-07-20,2007-07-20,7,11.269999999999998,1,352,7.0,Cluster 0
CUST0000056429,20.540000000000003,1,14,2007-01-11,2007-01-11,20,20.540000000000003,1,542,20.0,Cluster 0
CUST0000056767,86.19000000000001,1,22,2007-07-18,2007-07-18,52,86.19000000000001,1,354,52.0,Cluster 1
CUST0000056813,43.7,11,22,2006-12-15,2008-06-08,51,3.972727272727273,542,28,4.636363636363637,Cluster 2
CUST0000057090,25.04,4,8,2006-09-23,2008-06-13,17,6.26,630,23,4.25,Cluster 2
CUST0000057105,12.919999999999998,7,10,2006-07-11,2008-04-17,12,1.8457142857142854,647,80,1.7142857142857142,Cluster 2
CUST0000057304,92.41000000000007,47,66,2006-04-17,2008-07-01,203,1.9661702127659588,807,5,4.319148936170213,Cluster 2
CUST0000057370,13.900000000000002,4,6,2006-08-14,2008-05-08,17,3.4750000000000005,634,59,4.25,Cluster 2
CUST0000057656,139.75,7,53,2006-12-30,2008-03-15,78,19.964285714285715,442,113,11.142857142857142,Cluster 2
CUST0000057847,2437.5299999999916,67,406,2006-07-02,2008-06-29,1465,36.381044776119275,729,7,21.865671641791046,Cluster 3
CUST0000057912,1.3900000000000001,1,2,2007-10-20,2007-10-20,2,1.3900000000000001,1,260,2.0,Cluster 0
CUST0000058269,1600.149999999993,106,279,2006-04-24,2008-06-23,1338,15.095754716981066,792,13,12.622641509433961,Cluster 3
CUST0000058314,90.09000000000003,32,36,2006-06-03,2008-05-21,92,2.815312500000001,719,46,2.875,Cluster 2
CUST0000058332,94.53,18,44,2006-05-12,2008-05-05,82,5.251666666666667,725,62,4.555555555555555,Cluster 2
CUST0000058515,80.74000000000001,20,36,2006-06-30,2008-06-10,77,4.037000000000001,712,26,3.85,Cluster 2
CUST0000058642,1.39,1,1,2006-12-30,2006-12-30,1,1.39,1,554,1.0,Cluster 0
CUST0000058881,7.390000000000001,9,4,2006-04-19,2008-05-13,10,0.8211111111111111,756,54,1.1111111111111112,Cluster 2
CUST0000059002,91.57999999999997,2,13,2007-08-19,2008-07-01,48,45.789999999999985,318,5,24.0,Cluster 1
CUST0000059387,4.71,1,2,2006-12-27,2006-12-27,6,4.71,1,557,6.0,Cluster 0
CUST0000059403,2.97,3,3,2007-08-23,2008-04-08,4,0.9900000000000001,230,89,1.3333333333333333,Cluster 2
CUST0000059471,19.74,1,16,2007-05-13,2007-05-13,18,19.74,1,420,18.0,Cluster 0
CUST0000059479,768.5399999999987,44,189,2006-05-05,2008-06-11,847,17.46681818181815,769,25,19.25,Cluster 2
CUST0000059499,38.03,3,21,2006-09-02,2007-10-10,28,12.676666666666668,404,270,9.333333333333334,Cluster 2
CUST0000059662,129.46000000000004,7,45,2006-05-31,2007-02-08,88,18.49428571428572,254,514,12.571428571428571,Cluster 0
CUST0000060731,6.25,3,6,2006-04-30,2007-03-18,6,2.0833333333333335,323,476,2.0,Cluster 0
CUST0000060865,44.9,7,24,2006-04-28,2008-04-07,50,6.414285714285714,711,90,7.142857142857143,Cluster 2
CUST0000060915,1.06,1,1,2006-06-02,2006-06-02,1,1.06,1,765,1.0,Cluster 0
CUST0000061443,139.35999999999996,2,31,2006-04-22,2006-04-27,77,69.67999999999998,6,801,38.5,Cluster 1
CUST0000061502,3782.700000000028,443,487,2006-04-11,2008-07-06,2859,8.538826185101643,818,0,6.45372460496614,Cluster 3
CUST0000061512,12.629999999999999,5,8,2006-12-26,2008-05-29,12,2.526,521,38,2.4,Cluster 2
CUST0000061537,0.8,1,1,2007-11-23,2007-11-23,1,0.8,1,226,1.0,Cluster 0
CUST0000061543,223.92999999999998,6,89,2006-07-11,2007-09-07,171,37.321666666666665,424,303,28.5,Cluster 1
CUST0000061753,41.56,1,24,2006-07-11,2006-07-11,36,41.56,1,726,36.0,Cluster 1
CUST0000061813,4.71,1,3,2006-08-01,2006-08-01,3,4.71,1,705,3.0,Cluster 0
CUST0000062152,3.44,1,1,2007-02-17,2007-02-17,4,3.44,1,505,4.0,Cluster 0
CUST0000062155,298.75999999999976,18,96,2006-09-11,2008-07-04,244,16.597777777777765,663,2,13.555555555555555,Cluster 2
CUST0000062277,79.57000000000002,1,29,2006-11-10,2006-11-10,31,79.57000000000002,1,604,31.0,Cluster 1
CUST0000062534,8.67,1,3,2007-08-22,2007-08-22,3,8.67,1,319,3.0,Cluster 0
CUST0000063026,31.42,1,6,2006-12-19,2006-12-19,77,31.42,1,565,77.0,Cluster 1
CUST0000063086,60.230000000000004,1,11,2007-08-28,2007-08-28,20,60.230000000000004,1,313,20.0,Cluster 1
CUST0000063352,21.97,11,13,2007-06-19,2008-06-11,28,1.997272727272727,359,25,2.5454545454545454,Cluster 2
CUST0000063687,26.169999999999995,1,12,2007-08-04,2007-08-04,18,26.169999999999995,1,337,18.0,Cluster 1
CUST0000063931,1478.0499999999936,124,185,2006-04-10,2008-07-04,1938,11.919758064516078,817,2,15.629032258064516,Cluster 3
CUST0000064428,89.41,1,5,2007-10-10,2007-10-10,37,89.41,1,270,37.0,Cluster 1
CUST0000064714,11.370000000000001,1,4,2007-12-18,2007-12-18,4,11.370000000000001,1,201,4.0,Cluster 0
CUST0000065191,3865.2599999999934,124,592,2006-07-12,2008-07-01,2605,31.171451612903173,721,5,21.008064516129032,Cluster 3
CUST0000065253,3.21,3,3,2007-11-25,2008-04-22,4,1.07,150,75,1.3333333333333333,Cluster 0
CUST0000065346,106.27000000000002,7,50,2007-05-22,2008-06-30,138,15.181428571428574,406,6,19.714285714285715,Cluster 2
CUST0000065412,275.26,15,111,2006-10-11,2008-07-03,260,18.350666666666665,632,3,17.333333333333332,Cluster 2
CUST0000065523,5.62,1,6,2006-08-18,2006-08-18,6,5.62,1,688,6.0,Cluster 0
CUST0000065693,11.370000000000001,6,5,2006-08-14,2008-05-11,12,1.8950000000000002,637,56,2.0,Cluster 2
CUST0000065852,1.29,1,1,2007-07-29,2007-07-29,3,1.29,1,343,3.0,Cluster 0
CUST0000065935,235.1099999999999,25,85,2006-04-10,2008-06-03,148,9.404399999999995,786,33,5.92,Cluster 2
CUST0000066020,0.92,1,1,2007-07-24,2007-07-24,1,0.92,1,348,1.0,Cluster 0
CUST0000066180,110.82,6,55,2006-09-01,2008-06-12,78,18.47,651,24,13.0,Cluster 2
CUST0000066186,0.86,1,1,2007-08-28,2007-08-28,1,0.86,1,313,1.0,Cluster 0
CUST0000067153,28.51,4,11,2006-06-08,2008-01-11,17,7.1275,583,177,4.25,Cluster 2
CUST0000067369,167.22000000000003,16,63,2007-01-15,2008-06-18,103,10.451250000000002,521,18,6.4375,Cluster 2
CUST0000067538,7.609999999999999,1,2,2008-02-21,2008-02-21,2,7.609999999999999,1,136,2.0,Cluster 0
CUST0000067645,292.27000000000004,8,103,2007-06-03,2007-09-14,189,36.533750000000005,104,296,23.625,Cluster 1
CUST0000067672,7.9,2,2,2006-12-01,2007-08-05,2,3.95,248,336,1.0,Cluster 0
CUST0000067983,22.480000000000004,4,9,2006-04-16,2006-07-18,23,5.620000000000001,94,719,5.75,Cluster 0
CUST0000068151,15.969999999999999,16,10,2006-04-18,2008-04-30,25,0.9981249999999999,744,67,1.5625,Cluster 2
CUST0000068327,5.2700000000000005,6,2,2006-04-28,2008-06-04,6,0.8783333333333334,769,32,1.0,Cluster 2
CUST0000068394,2833.060000000002,344,498,2006-04-11,2008-07-04,1955,8.235639534883727,816,2,5.683139534883721,Cluster 3
CUST0000068781,562.91,54,170,2006-05-02,2008-06-23,427,10.424259259259259,784,13,7.907407407407407,Cluster 2
CUST0000068845,208.58999999999992,28,84,2006-05-25,2008-06-08,150,7.449642857142854,746,28,5.357142857142857,Cluster 2
CUST0000068970,1891.9499999999991,57,217,2006-11-03,2008-06-24,1317,33.19210526315788,600,12,23.105263157894736,Cluster 3
CUST0000069178,56.76,1,1,2006-11-19,2006-11-19,3,56.76,1,595,3.0,Cluster 1
CUST0000069322,223.09000000000006,13,39,2006-04-15,2008-06-19,125,17.160769230769237,797,17,9.615384615384615,Cluster 2
CUST0000069479,55.81000000000001,4,13,2007-07-03,2008-06-12,24,13.952500000000002,346,24,6.0,Cluster 2
CUST0000069522,112.68999999999997,31,36,2006-04-26,2008-06-17,78,3.63516129032258,784,19,2.5161290322580645,Cluster 2
CUST0000069554,12.670000000000002,1,7,2006-04-24,2006-04-24,9,12.670000000000002,1,804,9.0,Cluster 0
CUST0000069672,3.1199999999999997,5,2,2006-07-02,2008-04-07,6,0.6239999999999999,646,90,1.2,Cluster 2
CUST0000069692,1.56,1,1,2007-09-07,2007-09-07,1,1.56,1,303,1.0,Cluster 0
CUST0000069724,27.669999999999998,5,21,2006-05-28,2008-05-04,32,5.534,708,63,6.4,Cluster 2
CUST0000069731,0.6,1,2,2006-11-26,2006-11-26,2,0.6,1,588,2.0,Cluster 0
CUST0000069875,2.7600000000000002,1,2,2006-07-03,2006-07-03,2,2.7600000000000002,1,734,2.0,Cluster 0
CUST0000069958,0.8,1,2,2008-03-18,2008-03-18,2,0.8,1,110,2.0,Cluster 0
CUST0000070200,239.43999999999997,19,52,2006-12-06,2008-06-13,111,12.602105263157894,556,23,5.842105263157895,Cluster 2
CUST0000070457,190.34000000000006,7,85,2006-05-28,2007-05-06,128,27.19142857142858,344,427,18.285714285714285,Cluster 1
CUST0000070552,40.39,4,10,2007-09-17,2008-05-30,18,10.0975,257,37,4.5,Cluster 2
CUST0000070554,49.089999999999996,6,15,2006-06-13,2008-06-02,19,8.181666666666667,721,34,3.1666666666666665,Cluster 2
CUST0000070861,30.94,3,11,2006-12-23,2007-12-14,21,10.313333333333334,357,205,7.0,Cluster 2
CUST0000071010,5.34,2,3,2007-08-05,2008-04-22,12,2.67,262,75,6.0,Cluster 2
CUST0000071039,7.42,1,5,2008-01-06,2008-01-06,10,7.42,1,182,10.0,Cluster 0
CUST0000071515,20.740000000000006,1,14,2006-11-28,2006-11-28,20,20.740000000000006,1,586,20.0,Cluster 0
CUST0000071601,61.34,6,25,2006-09-20,2008-07-06,53,10.223333333333334,656,0,8.833333333333334,Cluster 2
CUST0000071788,21.6,10,7,2006-12-26,2008-05-24,19,2.16,516,43,1.9,Cluster 2
CUST0000071812,74.99000000000001,2,32,2007-05-24,2008-02-17,47,37.495000000000005,270,140,23.5,Cluster 1
CUST0000071947,4.38,3,5,2006-05-12,2006-06-09,7,1.46,29,758,2.3333333333333335,Cluster 0
CUST0000071969,3.02,3,2,2007-01-21,2008-05-04,3,1.0066666666666666,470,63,1.0,Cluster 2
CUST0000072042,0.3,1,1,2008-02-19,2008-02-19,3,0.3,1,138,3.0,Cluster 0
CUST0000072062,4.51,3,3,2006-06-09,2007-12-05,5,1.5033333333333332,545,214,1.6666666666666667,Cluster 2
CUST0000072078,32.67,2,11,2006-07-31,2007-05-28,17,16.335,302,405,8.5,Cluster 0
CUST0000072406,71.40000000000002,2,5,2008-03-13,2008-04-23,20,35.70000000000001,42,74,10.0,Cluster 1
CUST0000072417,4.38,3,4,2007-12-19,2008-02-27,6,1.46,71,130,2.0,Cluster 0
CUST0000072557,3.21,1,1,2007-03-04,2007-03-04,1,3.21,1,490,1.0,Cluster 0
CUST0000072736,0.03,1,1,2007-09-23,2007-09-23,3,0.03,1,287,3.0,Cluster 0
CUST0000072921,41.64999999999999,1,15,2008-01-22,2008-01-22,25,41.64999999999999,1,166,25.0,Cluster 1
CUST0000073018,4.97,3,3,2006-10-04,2008-04-24,4,1.6566666666666665,569,73,1.3333333333333333,Cluster 2
CUST0000073165,341.46999999999963,62,113,2006-04-16,2008-07-05,287,5.507580645161284,812,1,4.629032258064516,Cluster 2
CUST0000073259,52.16000000000001,10,19,2006-09-19,2008-05-28,45,5.216000000000001,618,39,4.5,Cluster 2
CUST0000073319,1.32,1,2,2007-01-26,2007-01-26,4,1.32,1,527,4.0,Cluster 0
CUST0000073685,4.22,2,1,2007-11-13,2008-05-24,2,2.11,194,43,1.0,Cluster 2
CUST0000073865,43.72,3,24,2007-04-27,2007-05-09,43,14.573333333333332,13,424,14.333333333333334,Cluster 0
CUST0000073903,90.11999999999998,20,40,2006-04-16,2008-05-18,92,4.5059999999999985,764,49,4.6,Cluster 2
CUST0000074042,488.9999999999971,203,93,2006-04-12,2008-07-05,626,2.4088669950738772,816,1,3.083743842364532,Cluster 2
CUST0000074259,1766.9400000000026,85,503,2006-04-10,2008-06-23,1783,20.787529411764737,806,13,20.976470588235294,Cluster 3
CUST0000074469,1.19,1,1,2006-12-23,2006-12-23,1,1.19,1,561,1.0,Cluster 0
CUST0000074539,1.54,1,1,2006-08-31,2006-08-31,1,1.54,1,675,1.0,Cluster 0
CUST0000074663,0.98,1,1,2007-12-05,2007-12-05,1,0.98,1,214,1.0,Cluster 0
CUST0000074952,37.71999999999999,2,10,2006-07-12,2008-05-23,32,18.859999999999996,682,44,16.0,Cluster 2
CUST0000074994,161.38000000000008,12,51,2006-05-12,2008-06-24,132,13.44833333333334,775,12,11.0,Cluster 2
CUST0000075000,55.88000000000001,7,18,2007-01-07,2008-05-22,24,7.982857142857144,502,45,3.4285714285714284,Cluster 2
CUST0000075158,700.2599999999992,24,193,2007-02-13,2008-05-01,523,29.177499999999966,444,66,21.791666666666668,Cluster 1
CUST0000075213,16.14,3,8,2006-08-18,2007-05-06,12,5.38,262,427,4.0,Cluster 0
CUST0000075238,765.909999999999,95,205,2007-11-14,2008-07-02,558,8.062210526315779,232,4,5.873684210526315,Cluster 2
CUST0000075283,44.88999999999999,14,17,2006-04-11,2008-07-01,29,3.206428571428571,813,5,2.0714285714285716,Cluster 2
CUST0000075510,754.2300000000001,22,129,2006-09-16,2008-06-27,654,34.28318181818182,651,9,29.727272727272727,Cluster 1
CUST0000075764,410.60999999999916,89,117,2006-05-10,2008-06-17,349,4.613595505617968,770,19,3.9213483146067416,Cluster 2
CUST0000075785,199.01000000000008,24,64,2006-04-11,2008-06-26,248,8.292083333333336,808,10,10.333333333333334,Cluster 2
CUST0000075952,0.02,2,1,2006-09-02,2008-05-13,2,0.01,620,54,1.0,Cluster 2
CUST0000075967,1.9699999999999998,2,4,2007-10-18,2008-02-11,4,0.9849999999999999,117,146,2.0,Cluster 0
CUST0000076018,1.96,2,1,2008-03-01,2008-05-28,2,0.98,89,39,1.0,Cluster 0
CUST0000076024,15.120000000000001,8,5,2007-03-21,2008-04-07,17,1.8900000000000001,384,90,2.125,Cluster 2
CUST0000076195,0.73,1,1,2007-01-25,2007-01-25,1,0.73,1,528,1.0,Cluster 0
CUST0000076321,2.19,1,1,2006-05-16,2006-05-16,3,2.19,1,782,3.0,Cluster 0
CUST0000076365,168.00999999999982,27,57,2006-04-11,2008-06-07,127,6.222592592592586,789,29,4.703703703703703,Cluster 2
CUST0000076448,203.4500000000001,4,46,2006-11-07,2008-07-05,108,50.862500000000026,607,1,27.0,Cluster 1
CUST0000076687,17.61,3,12,2006-05-18,2007-06-26,21,5.87,405,376,7.0,Cluster 0
CUST0000076764,10.34,1,4,2007-12-16,2007-12-16,4,10.34,1,203,4.0,Cluster 0
CUST0000076985,0.75,1,1,2007-09-29,2007-09-29,1,0.75,1,281,1.0,Cluster 0
CUST0000077064,792.5099999999998,29,111,2006-04-13,2008-07-02,455,27.327931034482752,812,4,15.689655172413794,Cluster 2
CUST0000077225,1566.810000000001,67,320,2006-05-06,2008-07-05,1482,23.38522388059703,792,1,22.119402985074625,Cluster 3
CUST0000077682,152.47999999999996,21,56,2007-10-02,2008-07-03,126,7.2609523809523795,276,3,6.0,Cluster 2
CUST0000077704,4.44,2,4,2006-10-16,2007-06-24,4,2.22,252,378,2.0,Cluster 0
CUST0000077848,6.03,1,2,2006-04-19,2006-04-19,4,6.03,1,809,4.0,Cluster 0
CUST0000078129,3.08,2,1,2006-12-18,2007-11-27,2,1.54,345,222,1.0,Cluster 0
CUST0000078146,804.8299999999992,90,99,2006-04-11,2008-06-29,565,8.942555555555547,811,7,6.277777777777778,Cluster 2
CUST0000078166,43.24,16,25,2007-11-07,2008-06-14,38,2.7025,221,22,2.375,Cluster 2
CUST0000078366,187.96999999999994,10,68,2007-03-22,2008-06-20,127,18.796999999999993,457,16,12.7,Cluster 2
CUST0000078659,1.7,1,1,2006-04-18,2006-04-18,1,1.7,1,810,1.0,Cluster 0
CUST0000078836,6.819999999999999,2,6,2006-09-27,2008-06-09,18,3.4099999999999997,622,27,9.0,Cluster 2
CUST0000078858,9.56,1,5,2006-07-30,2006-07-30,12,9.56,1,707,12.0,Cluster 0
CUST0000078913,3.1100000000000003,1,3,2006-04-22,2006-04-22,3,3.1100000000000003,1,806,3.0,Cluster 0
CUST0000079207,1.35,2,2,2006-06-27,2006-07-30,2,0.675,34,707,1.0,Cluster 0
CUST0000079699,95.53000000000007,12,48,2006-06-28,2008-05-12,68,7.96083333333334,685,55,5.666666666666667,Cluster 2
CUST0000079950,25.21,1,13,2006-05-08,2006-05-08,38,25.21,1,790,38.0,Cluster 1
CUST0000080145,6.69,5,7,2006-10-18,2008-07-06,8,1.338,628,0,1.6,Cluster 2
CUST0000080409,1.7,1,1,2007-08-08,2007-08-08,1,1.7,1,333,1.0,Cluster 0
CUST0000080416,227.45000000000016,9,95,2007-04-11,2007-09-01,159,25.27222222222224,144,309,17.666666666666668,Cluster 1
CUST0000080438,165.68999999999997,5,59,2007-02-16,2008-04-30,135,33.13799999999999,440,67,27.0,Cluster 1
CUST0000080492,286.1899999999999,26,128,2006-05-02,2008-05-02,255,11.007307692307688,732,65,9.807692307692308,Cluster 2
CUST0000080650,5.15,6,4,2007-05-01,2008-06-18,6,0.8583333333333334,415,18,1.0,Cluster 2
CUST0000081078,180.07000000000002,13,77,2006-05-30,2008-04-25,154,13.851538461538464,697,72,11.846153846153847,Cluster 2
CUST0000081079,26.660000000000007,4,7,2006-11-11,2008-06-22,24,6.665000000000002,590,14,6.0,Cluster 2
CUST0000081263,0.02,2,1,2007-03-06,2007-04-29,2,0.01,55,434,1.0,Cluster 0
CUST0000081440,0.42,1,1,2007-07-04,2007-07-04,1,0.42,1,368,1.0,Cluster 0
CUST0000081534,19.720000000000002,4,20,2006-11-12,2008-01-28,23,4.930000000000001,443,160,5.75,Cluster 2
CUST0000081716,16.22,1,8,2007-06-08,2007-06-08,15,16.22,1,394,15.0,Cluster 0
CUST0000081896,280.93999999999994,51,92,2006-05-08,2008-07-06,221,5.508627450980391,791,0,4.333333333333333,Cluster 2
CUST0000081986,29.299999999999997,2,16,2007-03-07,2007-04-05,28,14.649999999999999,30,458,14.0,Cluster 0
CUST0000082008,111.15000000000002,5,53,2006-12-20,2008-06-06,79,22.230000000000004,535,30,15.8,Cluster 2
CUST0000082191,15.6,4,8,2007-09-01,2007-12-27,13,3.9,118,192,3.25,Cluster 0
CUST0000082689,24.660000000000004,4,17,2006-05-24,2006-07-20,21,6.165000000000001,58,717,5.25,Cluster 0
CUST0000082927,1.02,2,1,2006-12-04,2007-02-28,2,0.51,87,494,1.0,Cluster 0
CUST0000082996,1072.630000000001,79,297,2006-04-21,2008-07-03,1130,13.577594936708874,805,3,14.30379746835443,Cluster 3
CUST0000083013,152.9,2,77,2006-04-10,2007-01-27,105,76.45,293,526,52.5,Cluster 1
CUST0000083147,12.16,5,4,2007-09-27,2008-06-19,9,2.432,267,17,1.8,Cluster 2
CUST0000083221,0.63,1,1,2008-02-25,2008-02-25,1,0.63,1,132,1.0,Cluster 0
CUST0000083392,60.959999999999994,4,20,2006-08-02,2007-08-10,46,15.239999999999998,374,331,11.5,Cluster 0
CUST0000083425,39.589999999999996,1,12,2006-12-18,2006-12-18,22,39.589999999999996,1,566,22.0,Cluster 1
CUST0000083675,3.5,2,1,2006-11-03,2008-06-21,2,1.75,597,15,1.0,Cluster 2
CUST0000083808,2.29,2,3,2008-02-20,2008-03-01,3,1.145,11,127,1.5,Cluster 0
CUST0000083871,28.849999999999998,2,7,2006-10-09,2007-02-17,23,14.424999999999999,132,505,11.5,Cluster 0
